Ingredient name,Role in formulation
Acetobacter/Aspergillus/Lactobacillus/Leuconostoc/Pediococcus/Saccharomyces/Zygosaccharomyces/Hordeum Vulgare Seed/Soybean Seed/Rice Seed/Canavalia Gladiata Seed/Phaseolus Angularis Seed/Coix Lachryma-Jobi Ma-Yuen Seed/Echinochloa Utilis Seed/Setaria Italica Seed/Millet Seed/Citrus Unshiu Fruit/Vitis Labrusca Fruit/Apple Fruit/Vitis Coignetiae Fruit/Musa Sapientum Fruit/Peach Fruit/Diospyros Kaki Fruit/Papaya Fruit/Pyrus Pyrifolia Fruit/Watermelon Fruit/Prunus Mume Fruit/Fig Fruit/Chaenomeles Sinensis Fruit/Cucurbita Maxima Fruit/Rubus Idaeus Fruit/Fortunella Crassifolia Fruit/Citrus Junos Fruit/Eriobotrya Japonica Fruit/Apricot Fruit/Ziziphus Jujuba Fruit/Castanea Crenata Fruit/Lycium Chinense Fruit/Actinidia Polygama Fruit/Prunus Salicina Fruit/Akebia Quinata Fruit/Momordica Grosvenorii Fruit/Crataegus Cuneata Fruit/Cornus Officinalis Fruit/Euphoria Longan Fruit/Panax Ginseng Fruit/Ipomoea Batatas Root/Helianthus Tuberosus Tuber/Carrot Root/Onion Bulb/Beet Root/Colocasia Esculenta Tuber/Dioscorea Japonica Rhizome/Radish Root/Turnip Root/Arctium Lappa Root/Nelumbo Nucifera Rhizome/Polymnia Sonchifolia Root/Lilium Auratum Bulb/Sagittaria Trifolia Edulis Tuber/Ginger Rhizome/Garlic Bulb/Glycyrrhiza Glabra Root/Polygonatum Odoratum Rhizome/Turmeric Rhizome/Acanthopanax Gracilistylus Root/Cabbage Leaf/Stem/Perilla Ocymoides Leaf/Morus Bombycis Leaf/Hemerocallis Fulva Kwanso Flower/Houttuynia Cordata/Artemisia Princeps/Sasa Veitchii Leaf/Glechoma Hederacea/Matricaria Flower/Equisetum Arvense/Isodon Japonicus/Safflower Flower/Plantago Asiatica/Dandelion/Laminaria Japonica Leaf/Undaria Pinnatifida Leaf/Rhodoglossum Pulcherum Leaf/Nemacystus Decipiens/Sesame Seed/Juglans Sieboldiana Seed/Ginkgo Biloba Seed/Pinus Koraiensis Seed/Cassia Obtusifolia Seed/Grifola Frondosa Fruiting Body/Hericium Erinaceum Fruiting Body/Lentinus Edodes Fruiting Body/Auricularia Auricula Fruiting Body Ferment Extract,"Active - Antioxidant, Active"
Acetobacter/Aspergillus/Lactobacillus/Leuconostoc/Pediococcus/Saccharomyces/Zygosaccharomyces/Hordeum Vulgare Seed/Soybean Seed/Rice Seed/Canavalia Gladiata Seed/Phaseolus Angularis Seed/Coix Lachryma-Jobi Ma-Yuen Seed/Echinochloa Utilis Seed/Setaria Italica Seed/Millet Seed/Citrus Unshiu Fruit/Vitis Labrusca Fruit/Apple Fruit/Vitis Coignetiae Fruit/Musa Sapientum Fruit/Peach Fruit/Diospyros Kaki Fruit/Papaya Fruit/Pyrus Pyrifolia Fruit/Watermelon Fruit/Prunus Mume Fruit/Fig Fruit/Chaenomeles Sinensis Fruit/Cucurbita Maxima Fruit/Rubus Idaeus Fruit/Fortunella Crassifolia Fruit/Citrus Junos Fruit/Eriobotrya Japonica Fruit/Apricot Fruit/Zizyphus Jujuba Fruit/Castanea Crenata Fruit/Lycium Chinense Fruit/Actinidia Polygama Fruit/Prunus Salicina Fruit/Akebia Quinata Fruit/Momordica Grosvenorii Fruit/Crataegus Cuneata Fruit/Cornus Officinalis Fruit/Euphoria Longan Fruit/Panax Ginseng Fruit/Ipomoea Batatas Root/Helianthus Tuberosus Tuber/Carrot Root/Onion Bulb/Beet Root/Colocasia Esculenta Tuber/Dioscorea Japonica Rhizome/Radish Root/Turnip Root/Arctium Lappa Root/Nelumbo Nucifera Rhizome/Polymnia Sonchifolia Root/Lilium Auratum Bulb/Sagittaria Trifolia Edulis Tuber/Ginger Rhizome/Garlic Bulb/Glycyrrhiza Glabra Root/Polygonatum Odoratum Rhizome/Turmeric Rhizome/Acanthopanax Gracilistylus Root/Cabbage Leaf/Stem/Perilla Ocymoides Leaf/Morus Bombycis Leaf/Hemerocallis Fulva Kwanso Flower/Houttuynia Cordata/Artemisia Princeps/Sasa Veitchii Leaf/Glechoma Hederacea/Matricaria Flower/Equisetum Arvense/Isodon Japonicus/Safflower Flower/Plantago Asiatica/Dandelion/Laminaria Japonica Leaf/Undaria Pinnatifida Leaf/Rhodoglossum Pulcherum Leaf/Nemacystus Decipiens/Sesame Seed/Juglans Sieboldiana Seed/Ginkgo Biloba Seed/Pinus Koraiensis Seed/Cassia Obtusifolia Seed/Grifola Frondosa Fruiting Body/Hericium Erinaceum Fruiting Body/Lentinus Edodes Fruiting Body/Auricularia Auricula Fruiting Body Ferment Extract,"Active - Antioxidant, Active"
Acetobacter/Bacillus/Lactobacillus/Saccharomyces/Rice/Barley/Soybean/Cabbage/Lettuce/Spinach/Grape/Apple/Blueberry/Strawberry/Raspberry/Cranberry/Thyme/Rosemary/Allium Tuberosum/Citrus Unshiu/Vaccinium Myrtillus/Rosa Canina/Cymbopogon Schoenanthus/Eriocephalus Punctulatus/(Phaseolus Radiatus/Phaseolus Angularis) Seed/(Prunus Salicina/Prunus Mume/Euterpe Oleracea) Fruit Ferment Filtrate,"Active - Antioxidant, Active"
Acetobacter/Bacillus/Lactobacillus/Saccharomyces/Streptococcus/(Apple/Blueberry/Citrus Unshiu/Cornus Officinalis/Cranberry/Euterpe Oleracea/Grape/Lycium/Mume/Plum/Raspberry/Rosa Canina/Schisandra/Strawberry) Fruit/(Allium Tuberosum/Cymbopogon Schoenanthus/Lettuce/Rosemary/Spinach/Thyme/Vaccinium Myrtillus) Leaf/Imperata Cylindrica Root/(Barley/Phaseolus Angularis/Phaseolus Radiatus/Rice/Soybean) Seed/Broccoli/Eriocephalus Punctulatus/Mistletoe/Acrylates C10-30 Alkyl Acrylates Crosspolymer/Alpha-Glucan/Betaine/Butylene Glycol/Epigallocatechin Gallatyl Glucoside/Glycereth-26/Glycerin/Glucosyl Ceramide/Glucosyl Hesperidin/Hydrolyzed Hyaluronic Acid/Maltodextrin/Panthenol/Sclerotium Gum/Tromethamine/Xanthan Gum Ferment Filtrate,"Active - Antioxidant, Active, pH Adjuster, Thickener, Emulsifier, Humectant, Solvent, Stabilizer, Texture Enhancer"
Acetobacter/Bacillus/Lactobacillus/Saccharomyces/Streptococcus/(Cornus Officinalis/Euterpe Oleracea/Lycium Chinense/Plum/Prunus Mume/Schisandra Chinensis) Fruit/Imperata Cylindrica Root/(Vigna Aconitifilia/Phaseolus Angularis) Seed/Apple/Barley/Blueberry/Cabbage/Citrus Unshiu/Cranberry/Cymbopogon Schoenanthus/Eriocephalus Punctulatus/Grape/Lettuce/Mistletoe/Raspberry/Rice/Rosa Canina/Rosemary/Soybean/Spinach/Strawberry/Thyme/Vaccinium Myrtillus Ferment Filtrate,"Active - Antioxidant, Active"
Acetobacter/Lactobacillus/(Citrus Junos/Prunus Mume/Punica Granatum) Fruit/Rice Ferment Filtrate,"Active - Antioxidant, Active"
Acetobacter/Ledebouriella Divaricata Root/Angelica Dahurica Root/Angelica Tenuissima Root/Magnolia Liliflora Bud/Asarum Sieboldi Root/Paeonia Suffruticosa Root/Cnidium Officinale Root/Angelica Gigas Root/Aucklandia Lappa Root/Achyranthes Japonica Root/Eucommia Ulmoides Bark/Angelica Pubescens Root/Aconitum Koreanum Root Ferment Filtrate,Active
Acetobacter/Lycium Chinense Fruit/Rehmannia Glutinosa Root/Cuscuta Chinensis Fruit/Cistanche Deserticola/Zanthoxylum Piperitum Fruit/Chrysanthemum Morifolium Fruit/Poria Cocos/Cinnamomum Cassia Ferment,Active
Acetobacter/Saccharomyces/Apple Fruit Extract/Lemon Fruit Extract/Wine Ferment Filtrate,Active
Acetobacter/Saccharomyces/Raspberry Fruit Extract/Punica Granatum Fruit Extract/Wine Ferment Filtrate,"Active - Antioxidant, Active"
Acetobacter/Saccharomyces/Rice Kernel Ferment,Active
Acetophenone Ethyleneglycol Cyclic Acetal,"Humectant, Solvent"
Acetyl Beta-Alanyl Tripeptide-50,Active
Acetyl Carboxymethyl Cocoyl Glycine,Emulsifier
Acetyl Cyclohexapeptide-34,Active
Acetyl Decapeptide-3,Active
Acetyl Dipeptide-1 Cetyl Ester,"Active, Emollient"
Acetyl Dipeptide-3 Aminohexanoate,Active
Acetyl Dipeptide-31 Amide,Active
Acetyl Dipeptide-32 Amide,Active
Acetyl Glyceryl Ricinoleate,"Emollient, Humectant, Solvent"
Acetyl Heptapeptide-19 Amide,Active
Acetyl Heptapeptide-4,Active
Acetyl Heptapeptide-9,Active
Acetyl Hexapeptide-1,Active
Acetyl Hexapeptide-19,Active
Acetyl Hexapeptide-20,Active
Acetyl Hexapeptide-22,Active
Acetyl Hexapeptide-24,Active
Acetyl Hexapeptide-24 Amide,Active
Acetyl Hexapeptide-30,Active
Acetyl Hexapeptide-31,Active
Acetyl Hexapeptide-37,Active
Acetyl Hexapeptide-38,Active
Acetyl Hexapeptide-39,Active
Acetyl Hexapeptide-49,Active
Acetyl Hexapeptide-51 Amide,Active
Acetyl Hexapeptide-68 Amide Acetate,Active
Acetyl Hexapeptide-7,Active
Acetyl Hexapeptide-8,Active
Acetyl Hexapeptide-8 Amide,Active
Acetyl Hexapeptide-8 Oligopeptide-133,Active
Acetyl Mandelic Acid,"Exfoliant, Active"
Acetyl Monofluoroheptapeptide-1,Active
Acetyl Octapeptide-17 Amide,Active
Acetyl Octapeptide-2,Active
Acetyl Octapeptide-29 Amide,Active
Acetyl Octapeptide-3,Active
Acetyl Octapeptide-3 Oligopeptide-133,Active
Acetyl Oligopeptide-129 Amidopropoxy Peg-2 Propylamine,"Active, Emulsifier"
Acetyl Oligopeptide-70,Active
Acetyl Pentapeptide-35,Active
Acetyl Pentapeptide-55 Amide,Active
Acetyl Rheum Rhaponticum Root Extract,Active
Acetyl S-Carrot Tetrapeptide-1 Amide,Active
Acetyl S-Fea'S Viper Pentapeptide-1 Amide,Active
Acetyl Sh-Decapeptide-2 Amide,Active
Acetyl Sh-Decapeptide-4 Sp Amide Trifluoroacetate,Active
Acetyl Sh-Heptapeptide-1,Active
Acetyl Sh-Hexapeptide-5 Amide Acetate,Active
Acetyl Sh-Nonapeptide-5,Active
Acetyl Sh-Oligopeptide-77 Amide,Active
Acetyl Sh-Oligopeptide-92 Sp,Active
Acetyl Sh-Pentapeptide-1,Active
Acetyl Sh-Pentapeptide-35,Active
Acetyl Sh-Tetrapeptide-1,Active
Acetyl Sh-Tetrapeptide-39,Active
Acetyl Tetrapeptide-11,Active
Acetyl Tetrapeptide-15,Active
Acetyl Tetrapeptide-17,Active
Acetyl Tetrapeptide-18,Active
Acetyl Tetrapeptide-2,Active
Acetyl Tetrapeptide-2 Acetate,Active
Acetyl Tetrapeptide-22,Active
Acetyl Tetrapeptide-27,Active
Acetyl Tetrapeptide-3,Active
Acetyl Tetrapeptide-40,Active
Acetyl Tetrapeptide-5,Active
Acetyl Tetrapeptide-69 Amide Acetate,Active
Acetyl Tetrapeptide-71,Active
Acetyl Tetrapeptide-9,Active
Acetyl Tripeptide-1,Active
Acetyl Tripeptide-30 Citrulline,Active
Acetyl Tripeptide-45 D-Phenylalanyl Octapeptide-14 Norleucyl Pentapeptide-38 Methyl Leucyl Decapeptide-26 Norleucyl Glutamyl Methyl Leucyl Isoleucinamide,Active
Acetyl Tripeptide-59 Amide,Active
Acetylated C10-40 Hydroxyalkyl Acid Cholesterol/Lanosterol Esters,Emollient
Acetylated Castor Oil,Emollient
Acetylated Glyceryl Stearate/Palmitate,"Emollient, Humectant, Solvent"
Acetylated Glycol Stearate,"Emollient, Humectant, Solvent"
Acetylated Hydrogenated Castor Oil,Emollient
Acetylated Lanolin Ricinoleate,Emollient
Acetylated Sucrose Distearate,Emollient
Acetylsalicylic Acid,"Exfoliant, Active"
Acetylsalicyloyl Pentapeptide-33,Active
Achillea Asiatica Flower/Leaf/Stem Extract,Active
Achillea Millefolium Extract,Active
Achillea Millefolium Flower Extract,Active
Achillea Millefolium Flower/Althaea Officinalis Root/Chamomilla Recutita Flower/Hypericum Perforatum Flower/Salvia Officinalis Leaf/Tussilago Farfara Leaf Extract,Active
Achillea Millefolium Flower/Chamomilla Recutita Flower/Foeniculum Vulgare Fruit/Humulus Lupulus Flower/Melissa Officinalis Leaf/Viscum Album Extract,Active
Achillea Millefolium Flower/Chamomilla Recutita Flower/Foeniculum Vulgare Fruit/Humulus Lupulus Flower/Melissa Officinalis Leaf/Viscum Album Fruit Extract,Active
Achillea Millefolium Flower/Leaf/Stem Extract,Active
Achillea Millefolium Oil,Emollient
Achras Sapota Fruit/Seed Extract,Active
Achras Sapota Seed Oil,Emollient
Achyranthes Bidentata Root Extract,Active
Achyranthes Bidentata Root/Chaenomeles Sinensis Fruit/Commiphora Myrrha Resin/Poria Cocos/Taraxacum Platycarpum Leaf/Root Extract,Active
Achyranthes Fauriei Root Extract,Active
Achyranthes Japonica Extract,Active
Achyranthes Japonica Root/Rhus Semialata Gall/Terminalia Chebula Fruit/Glycyrrhiza Uralensis Root/Stem Extract,Active
Achyrocline Satureioides Flower Extract,Active
Achyrocline Satureioides Flower Oil,Emollient
Achyrocline Satureioides Flower/Leaf/Stem Extract,Active
Achyrocline Satureioides Leaf Extract,Active
Acidophilus/Grape Ferment,Active
Acidophilus/Grape Ferment Filtrate,Active
Acinetobacter Ferment,Active
Acinetobacter Ferment Extract,Active
Acinetobacter/Soybean Seed Extract Ferment,Active
Acinos Alpinus Extract,Active
Acmella Oleracea Extract,Active
Aconitum Austrokoreense Flower Extract,Active
Aconitum Ciliare Root Extract,Active
Aconitum Koreanum Extract,Active
Acorus Calamus Callus Culture Extract,Active
Acorus Calamus Rhizome Extract,Active
Acorus Calamus Root Extract,Active
Acorus Calamus Root Extract Hydrogenated,Active
Acorus Calamus Root Oil,Emollient
Acorus Gramineus Extract,Active
Acorus Gramineus Rhizome Extract,Active
Acorus Gramineus Root/Stem Extract,Active
Acorus Gramineus Root/Stem/Arisaema Amurense/Asparagus Cochinchinensis Root/Cyperus Rotundus Fruit/Gastrodia Elata Root/Morus Alba Leaf/Sorbus Commixta/Trichosanthes Kirilowii Root/Ulmus Davidiana Root/Xanthium Strumarium Fruit Extract,Active
Acorus Gramineus Root/Stem/Luffa Cylindrica Fruit/Camellia Sinensis Leaf Extract,"Active - Antioxidant, Active"
Acrocomia Aculeata Seed Butter,Emollient
Acronychia Acidula Fruit Extract,Active
Acronychia Pedunculata Bark Extract,Active
Acronychia Pedunculata Extract,Active
Acrylamides/Dmapa Acrylates/Methoxy Peg Methacrylate Copolymer,Emulsifier
Acrylamidopropyltrimonium Chloride/Acrylates Copolymer,"Thickener, Stabilizer, Texture Enhancer"
Acrylates Copolymer,"Thickener, Stabilizer, Texture Enhancer"
Acrylates/Aminoacrylates/C10-30 Alkyl Peg-20 Itaconate Copolymer,Emulsifier
Acrylates/Behenyl Acrylate/Dimethicone Methacrylate Copolymer,Emollient
Acrylates/Behenyl Methacrylate/Dimethicone Methacrylate Copolymer,Emollient
Acrylates/Bis-Hydroxypropyl Dimethicone Crosspolymer,Emollient
Acrylates/C10-30 Alkyl Acrylate Crosspolymer,"Thickener, Stabilizer, Texture Enhancer"
Acrylates/C1-2 Succinates/Hydroxyacrylates Copolymer,"Thickener, Stabilizer, Texture Enhancer"
Acrylates/Dimethicone Copolymer,Emollient
Acrylates/Dimethicone Methacrylate Copolymer,Emollient
Acrylates/Dimethicone Methacrylate/Ethylhexyl Acrylate Copolymer,Emollient
Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer,Emollient
Acrylates/Hydroxyesters Acrylates Copolymer,"Emollient, Thickener, Stabilizer, Texture Enhancer"
Acrylates/Hydroxypropyl Epoxidized Soybean Oil Copolymer,Emollient
Acrylates/Laureth-25 Methacrylate Copolymer,Emulsifier
Acrylates/Methoxy Peg-10 Maleate/Styrene Copolymer,Emulsifier
Acrylates/Methoxy Peg-15 Methacrylate Copolymer,Emulsifier
Acrylates/Methoxy Peg-23 Methacrylate Copolymer,Emulsifier
Acrylates/Methoxy Peg-23 Methacrylate/Perfluorooctyl Ethyl Acrylate Copolymer,Emulsifier
Acrylates/Methoxy Peg-4 Methacrylate Copolymer,Emulsifier
Acrylates/Methoxy Peg-90 Methacrylate Crosspolymer,Emulsifier
Acrylates/Octylacrylamide/Diphenyl Amodimethicone Copolymer,Emollient
Acrylates/Peg-4 Dimethacrylate Crosspolymer,Emulsifier
Acrylates/Rhus Verniciflua Sap Extract Crosspolymer,Active
Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer,Emollient
Acrylates/Tridecyl Acrylate/Triethoxysilylpropyl Methacrylate/Dimethicone Methacrylate Copolymer,Emollient
Acrylic Acid/Phosphorylcholine Glycol Acrylate Crosspolymer,"Humectant, Solvent"
Acrylic Acid/Stearyl Methacrylate/Dimethicone Methacrylate Copolymer,Emollient
Acrylonitrile/Glycol Dimethacrylate Crosspolymer,"Humectant, Solvent"
Acryloyl Dimethyl Taurate/Melamine/Peg-6 Methacrylate Crosspolymer,Emulsifier
Acryloyl Dimethyl Taurate/Melamine/Peg-6 Methacrylate/Phloroglucinol Crosspolymer,Emulsifier
Actaea Heracleifolia Root Extract,Active
Actinidia Arguta Fruit Extract,Active
Actinidia Arguta Stem Extract,Active
Actinidia Chinensis Fruit Extract,Active
Actinidia Chinensis Leaf Extract,Active
Actinidia Chinensis Seed Extract,Active
Actinidia Chinensis Seed Oil,Emollient
Actinidia Deliciosa Fruit Extract,Active
Actinidia Polygama Fruit Extract,Active
Actinidia Polygama Leaf Extract,Active
Actinidia Polygama Leaf/Stem Extract,Active
Actiniopteris Dichotoma Extract,Active
Actinotus Helianthi Flower Extract,Active
Adansonia Digitata Fruit Extract,Active
Adansonia Digitata Leaf Extract,Active
Adansonia Digitata Oil,Emollient
Adansonia Digitata Pulp Extract,Active
Adansonia Digitata Seed Extract,Active
Adansonia Digitata Seed Oil,Emollient
Adansonia Digitata Seed Oil Peg-8 Esters,"Emollient, Emulsifier"
Adansonia Digitata Seed Oil Polyglyceryl-6 Esters,"Emollient, Humectant, Solvent"
Adansonia Grandidieri Seed Oil,Emollient
Adenanthera Pavonina Extract,Active
Adenanthera Pavonina Seed Extract,Active
Adenium Obesum Callus Culture Extract,Active
Adenium Obesum Leaf Cell Extract,Active
Adenium Obesum Leaf Extract,Active
Adenophora Stricta Root Extract,Active
Adenophora Taquetii Extract,Active
Adesmia Boronioides Flower/Leaf/Stem Oil,Emollient
Adiantum Capillus Veneris Leaf Extract,Active
Adiantum Pedatum Extract,Active
Adina Rubella Flower/Leaf/Stem Extract,Active
"Adipic Acid/1,4-Butanediol/Terephthalate Copolymer","Humectant, Solvent"
Adipic Acid/Chdm/Ma/Neopentyl Glycol/Trimellitic Anhydride Copolymer,"Humectant, Solvent"
Adipic Acid/Diglycol Crosspolymer,"Humectant, Solvent"
Adipic Acid/Dilinoleic Acid/Hexylene Glycol Copolymer,"Humectant, Solvent"
Adipic Acid/Isophthalic Acid/Neopentyl Glycol/Trimethylolpropane Copolymer,"Humectant, Solvent"
Adipic Acid/Methylpentanediol/Hdi Copolymer,"Humectant, Solvent"
Adipic Acid/Neopentyl Glycol Copolymer,"Humectant, Solvent"
Adipic Acid/Neopentyl Glycol Crosspolymer,"Humectant, Solvent"
Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer,"Humectant, Solvent"
Adonis Amurensis Extract,Active
Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/Carthamustinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/Patriniascabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract,"Active - Antioxidant, Active"
Adonis Palaestina Flower Extract,Active
Aegle Marmelos Bark Extract,Active
Aegle Marmelos Fruit Extract,Active
Aegle Marmelos Leaf Oil,Emollient
Aegle Marmelos Root Extract,Active
Aegopodium Podagraria Extract,Active
Aeollanthus Suaveolens Leaf Oil,Emollient
Aeropyrum/Soybean Ferment Filtrate,Active
Aerva Javanica Flower/Leaf/Stem Extract,Active
Aerva Lanata Extract,Active
Aesculus Chinensis Extract,Active
Aesculus Hippocastanum Bark Extract,Active
Aesculus Hippocastanum Bark/Daucus Carota Root/Foeniculum Vulgare Fruit Extract,Active
Aesculus Hippocastanum Bud Extract,Active
Aesculus Hippocastanum Extract,Active
Aesculus Hippocastanum Flower Extract,Active
Aesculus Hippocastanum Leaf Extract,Active
Aesculus Hippocastanum Seed Extract,Active
Aesculus Hippocastanum/Pavia Flower Extract,Active
Aesculus Turbinata Seed Extract,Active
Aetoxylon Sympetalum Wood Oil,Emollient
Aframomum Angustifolium Leaf Oil,Emollient
Aframomum Angustifolium Seed Extract,Active
Aframomum Melegueta Seed Extract,Active
Agardhiella Subulata Extract,Active
Agaricus Bisporus Cap/Stem Extract,Active
Agaricus Bisporus Extract,Active
Agaricus Blazei Extract,Active
Agaricus Blazei Fruiting Body Extract,Active
Agaricus Blazei/Soy Flour/Sucrose Ferment Extract,Active
Agarum Cribrosum Extract,Active
Agastache Mexicana Flower/Leaf/Stem Extract,Active
Agastache Rugosa Extract,Active
Agave Americana Leaf Extract,Active
Agave Americana Stem Extract,Active
Agave Atrovirens Extract,Active
Agave Rigida Extract,Active
Agave Tequilana Leaf Extract,Active
Agave Tequilana Stem Extract,Active
Ageratum Conyzoides Flower/Leaf/Stem Extract,Active
Ageratum Conyzoides Leaf Extract,Active
Ageratum Houstonianum Extract,Active
Aglaia Odorata Flower Oil,Emollient
Agonis Fragrans Branch/Leaf Oil,Emollient
Agrimonia Eupatoria Extract,Active
Agrimonia Eupatoria Flower Extract,Active
Agrimonia Eupatoria Leaf Extract,Active
Agrimonia Eupatoria Root Extract,Active
Agrimonia Pilosa Extract,Active
Agrocybe Cylindracea Ferment Filtrate,Active
Agropyron Cristatum Extract,Active
Agropyron Repens Root Extract,Active
Agrostis Stolonifera Extract,Active
Ahnfeltia Concinna Extract,Active
Ahnfeltiopsis Concinna Extract,Active
Ailanthus Altissima Bark Extract,Active
Ailanthus Altissima Bark/Root Extract,Active
Ailanthus Altissima Fruit Extract,Active
Ajuga Nipponensis Leaf/Stem Extract,Active
Ajuga Reptans Cell Culture Extract,Active
Ajuga Reptans Leaf Extract,Active
Ajuga Turkestanica Extract,Active
Ajuga Turkestanica Flower Extract,Active
Akebia Quinata Extract,Active
Akebia Quinata Flower Extract,Active
Akebia Quinata Fruit Extract,Active
Akebia Quinata Peel Extract,Active
Akebia Quinata Seed Extract,Active
Akebia Quinata Seed Oil,Emollient
Akebia Quinata Stem Extract,Active
Akebia Trifoliata Stem Extract,Active
Alangium Salviifolium Bark Extract,Active
Alanine/Histidine/Lysine Polypeptide Copper Hcl,Active
Alaria Esculenta Extract,Active
Alaria Esculenta/Undaria Pinnatifida Extract,Active
Alaria Praelonga Extract,Active
Albatrellus Confluens Extract,Active
Albatrellus Ovinus Extract,Active
Albizia Adianthifolia Leaf Extract,Active
Albizia Amara Seed Extract,Active
Albizia Julibrissin Bark Extract,Active
Albizia Julibrissin Bark/Seed Extract,Active
