0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,,,,,
(Codonopsis Tangshen/Dioscorea Japonica) Root/Atractylodes Japonica Rhizome/Poria Cocos/(Dolichos Lablab/Coix Lacryma-Jobi Ma-Yuen/Euryale Ferox/Nelumbo Nucifera) Seed Extract,(Codonopsis Tangshen/Dioscorea Japonica) Root/Atractylodes Japonica Rhizome/Poria Cocos/(Dolichos Lablab/Coix Lacryma-Jobi Ma-Yuen/Euryale Ferox/Nelumbo Nucifera) Seed Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Cornus Officinalis/Lycium Chinense/Morus Bombycis/Rice/Schisandra Chinensis/Ziziphus Jujuba) Fruit/(Camellia Sinensis/Diospyros Kaki/Ginkgo Biloba/Perilla Frutescens) Leaf/Citrus Unshiu Peel/(Codonopsis Lanceolata/Cynanchum Wilfordii/Panax Ginseng/Platycodon Grandiflorum/Pleuropterus Multiflorus/Polygonatum Odoratum) Root/Glycine Max Seed/(Eleutherococcus Senticosus/Licorice) Stem/(Artemisia Annua/Houttuynia Cordata) Stem/Leaf/Cirsium Japonicum/Dandelion/Laminaria Digitata/Taraxacum Platycarpum Water,(Cornus Officinalis/Lycium Chinense/Morus Bombycis/Rice/Schisandra Chinensis/Ziziphus Jujuba) Fruit/(Camellia Sinensis/Diospyros Kaki/Ginkgo Biloba/Perilla Frutescens) Leaf/Citrus Unshiu Peel/(Codonopsis Lanceolata/Cynanchum Wilfordii/Panax Ginseng/Platycodon Grandiflorum/Pleuropterus Multiflorus/Polygonatum Odoratum) Root/Glycine Max Seed/(Eleutherococcus Senticosus/Licorice) Stem/(Artemisia Annua/Houttuynia Cordata) Stem/Leaf/Cirsium Japonicum/Dandelion/Laminaria Digitata/Taraxacum Platycarpum Water,,Moderate risk,Low risk,Active - Antioxidant,,CosIng Inventory,0,,,,,,,0.2,-0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,,,,Manual,,,"Active - Antioxidant, Active"
(Cornus Officinalis/Lycium Chinense/Morus Bombycis/Rice/Schisandra Chinensis/Zizyphus Jujuba) Fruit/(Camellia Sinensis/Diospyros Kaki/Ginkgo Biloba/Perilla Frutescens) Leaf/Citrus Unshiu Peel/(Codonopsis Lanceolata/Cynanchum Wilfordii/Panax Ginseng/Platycodon Grandiflorum/Pleuropterus Multiflorus/Polygonatum Odoratum) Root/Glycine Max Seed/(Eleutherococcus Senticosus/Licorice) Stem/(Artemisia Annua/Houttuynia Cordata) Stem/Leaf/Cirsium Japonicum/Dandelion/Laminaria Digitata/Taraxacum Platycarpum Water,(Cornus Officinalis/Lycium Chinense/Morus Bombycis/Rice/Schisandra Chinensis/Zizyphus Jujuba) Fruit/(Camellia Sinensis/Diospyros Kaki/Ginkgo Biloba/Perilla Frutescens) Leaf/Citrus Unshiu Peel/(Codonopsis Lanceolata/Cynanchum Wilfordii/Panax Ginseng/Platycodon Grandiflorum/Pleuropterus Multiflorus/Polygonatum Odoratum) Root/Glycine Max Seed/(Eleutherococcus Senticosus/Licorice) Stem/(Artemisia Annua/Houttuynia Cordata) Stem/Leaf/Cirsium Japonicum/Dandelion/Laminaria Digitata/Taraxacum Platycarpum Water,,Moderate risk,Low risk,Active - Antioxidant,,CosIng Inventory,0,,,,,,,0.2,-0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,,,,Manual,,,"Active - Antioxidant, Active"
(Delphinium Consolida/Lonicera Caprifolium/Calendula Officinalis/Centaurea Cyanus) Flower Extract,(Delphinium Consolida/Lonicera Caprifolium/Calendula Officinalis/Centaurea Cyanus) Flower Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,-1.0,0.2,0.2,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1.0,,1.0,,0.2,,0.2,,0.2,,0.2,,1.0,,1.0,,0.2,,1.0,,1.0,,0.2,,0.0,6.0,0.0,6.0,0.2,0.0,1.0,0.0,0.0,,,,Manual,,,Active
(Eclipta Prostrata/Houttuynia Cordata) Leaf Extract,(Eclipta Prostrata/Houttuynia Cordata) Leaf Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Euterpe Oleracea/Euterpe Precatoria) Fruit Extract,(Euterpe Oleracea/Euterpe Precatoria) Fruit Extract,,Low risk,Low risk,Active - Antioxidant,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,"Active - Antioxidant, Active"
(Euterpe Oleracea/Euterpe Precatoria/Theobroma Grandiflorum) Fruit Extract,(Euterpe Oleracea/Euterpe Precatoria/Theobroma Grandiflorum) Fruit Extract,,Low risk,Low risk,Active - Antioxidant,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,"Active - Antioxidant, Active"
(Grifola Frondosa/Inonotus Obliquus/Schizophyllum Commune/Tricholoma Matsutake) Mycelium/Lethariella Cladonioides Ferment Extract Filtrate,(Grifola Frondosa/Inonotus Obliquus/Schizophyllum Commune/Tricholoma Matsutake) Mycelium/Lethariella Cladonioides Ferment Extract Filtrate,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Lavandula Angustifolia/Melissa Officinalis/Hypericum Perforatum) Flower/(Camellia Sinensis Leaf/(Glycyrrhiza Glabra/Acanthopanax Senticosus) Root/Sarracenia Cobra Nest Leaf/Flower/Stalk Extract,(Lavandula Angustifolia/Melissa Officinalis/Hypericum Perforatum) Flower/(Camellia Sinensis Leaf/(Glycyrrhiza Glabra/Acanthopanax Senticosus) Root/Sarracenia Cobra Nest Leaf/Flower/Stalk Extract,,High risk,Low risk,Active - Antioxidant,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,,,,Manual,,,"Active - Antioxidant, Active"
(Lavandula Angustifolia/Melissa Officinalis/Hypericum Perforatum) Flower/-Camellia Sinensis Leaf/-Glycyrrhiza Glabra/Acanthopanax Senticosus) Root/Sarracenia Cobra Nest Leaf/Flower/Stalk Extract,(Lavandula Angustifolia/Melissa Officinalis/Hypericum Perforatum) Flower/-Camellia Sinensis Leaf/-Glycyrrhiza Glabra/Acanthopanax Senticosus) Root/Sarracenia Cobra Nest Leaf/Flower/Stalk Extract,,High risk,Low risk,Active - Antioxidant,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,,,,Manual,,,"Active - Antioxidant, Active"
(Lindera Strychnifolia/Paeonia Albiflora) Root/Commiphora Myrrha Resin/Swertia Japonica/Uncaria Gambir Extract,(Lindera Strychnifolia/Paeonia Albiflora) Root/Commiphora Myrrha Resin/Swertia Japonica/Uncaria Gambir Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Liquidambar Formosana/Tribulus Terrestris) Fruit/Paeonia Lactiflora Root Extract,(Liquidambar Formosana/Tribulus Terrestris) Fruit/Paeonia Lactiflora Root Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Liquidambar Styraciflua/Tribulus Terrestris) Fruit/Paeonia Lactiflora Root Extract,(Liquidambar Styraciflua/Tribulus Terrestris) Fruit/Paeonia Lactiflora Root Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Olive Flower/Leaf)/(Dittrichia Viscosa/Mallow/Parietaria Officinalis/Sage Flower/Leaf/Stem)/(Ecballium Elaterium Fruit/Leaf)/(Agave Americana/Cynara Cardunculus/Mastic Leaf)/(Acanthus Mollis/Rhagadolius Stellatus/Verbascum Sinuatum/Verbena Officinalis Leaf/Flower)/(Moringa Oleifera Leaf/Shoot)/(Artemisia Arborescens/Thymus Capitatus Leaf/Stem)/(Lycium Barbarum Shoot/Fruit/Leaf/Stem) Extract,(Olive Flower/Leaf)/(Dittrichia Viscosa/Mallow/Parietaria Officinalis/Sage Flower/Leaf/Stem)/(Ecballium Elaterium Fruit/Leaf)/(Agave Americana/Cynara Cardunculus/Mastic Leaf)/(Acanthus Mollis/Rhagadolius Stellatus/Verbascum Sinuatum/Verbena Officinalis Leaf/Flower)/(Moringa Oleifera Leaf/Shoot)/(Artemisia Arborescens/Thymus Capitatus Leaf/Stem)/(Lycium Barbarum Shoot/Fruit/Leaf/Stem) Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Paeonia Lactiflora Bark/Sap)/Phellodendron Amurense Bark/Mentha Arvensis Leaf/Scutellaria Baicalensis Root Extract,(Paeonia Lactiflora Bark/Sap)/Phellodendron Amurense Bark/Mentha Arvensis Leaf/Scutellaria Baicalensis Root Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Rh-Polypeptide-111 Rh-Polypeptide-94 Rh-Polypeptide-95) Dimer,(Rh-Polypeptide-111 Rh-Polypeptide-94 Rh-Polypeptide-95) Dimer,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
(Trifolium Pratense /Vigna Radiata) Sprout Extract,(Trifolium Pratense /Vigna Radiata) Sprout Extract,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
.Aureobasidium Pullulans/Magnolia Sieboldii Branch Extract Ferment Filtrate,.Aureobasidium Pullulans/Magnolia Sieboldii Branch Extract Ferment Filtrate,,Low risk,Low risk,Active,,CosIng Inventory,0,,,,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5,,0.2,,0.2,,0.2,,3.0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.0,6.0,0.0,6.0,6.0,3.0,0.2,0.0,0.5,,,,Manual,,,Active
"1,1-Decanediol","1,1-Decanediol",,Low risk,Low risk,Humectant,,CosIng Inventory,0,1-20%,1-20%,1-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,"Humectant, Solvent"
"1,10-Decanediol","1,10-Decanediol",,Low risk,Low,Solvent,,CosIng,0,1-100%,1-100%,1-50%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,SOLVENT
"1,2-Butanediol","1,2-Butanediol",,Low risk,Low,Humectant,,CosIng,0,1-20%,1-20%,1-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,"HUMECTANT, SKIN CONDITIONING, SOLVENT, VISCOSITY CONTROLLING"
"1,2-Hexanediol","1,2-Hexanediol",,Low risk,Low risk,Active,,CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,"SKIN CONDITIONING, SOLVENT"
"1,2-Hexanediyl Dicaprate","1,2-Hexanediyl Dicaprate",,Low risk,Low risk,Active,,CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,BLEACHING
"1,4-Butanediol","1,4-Butanediol",,Low risk,Low,Solvent,"1,4-Butanediol is the organic compound that conforms to the formula",CosIng,0,1-100%,1-100%,1-50%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,SOLVENT
"1,4-Butanediol Bisdecanoate","1,4-Butanediol Bisdecanoate",,Low risk,Low risk,Active,"1,4-Butanediol Bisdecanoate is the organic compound.",CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,BLEACHING
"1,4-Butanediol/Succinic Acid/Adipic Acid/Hdi Copolymer","1,4-Butanediol/Succinic Acid/Adipic Acid/Hdi Copolymer",,Low risk,Low risk,Humectant,,CosIng Inventory,0,1-20%,1-20%,1-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,"Humectant, Solvent"
"1,4-Butanediol Dimethacrylate","1,4-Butanediol Dimethacrylate",,Low risk,Low,Texture Enhancer,,CosIng,0,0.5-5%,0.5-5%,0.5-2%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FILM FORMING
"1,4-Butanediol/Succinic Acid/Adipic Acid/Hdi Copolymer","1,4-Butanediol/Succinic Acid/Adipic Acid/Hdi Copolymer",,Low risk,Low risk,Humectant,,CosIng Inventory,0,1-20%,1-20%,1-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.0,,0.2,,0.2,,0.0,,0.2,,0.2,,0.2,,0.2,,0.0,,0.2,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,"Humectant, Solvent"
"1,4-Cyclohexanediol Bis-Ethylhexanoate","1,4-Cyclohexanediol Bis-Ethylhexanoate",,Low risk,Low risk,Active,"1,4-Cyclohexanediol Bis-Ethylhexanoate is the organic compound",CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,BLEACHING
"1,5-Naphthalenediol","1,5-Naphthalenediol",,,Low,HAIR DYEING,"1,5-Naphthalenediol is the bicyclic phenol that conforms to the formula",CosIng,0,,,,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Manual,,,HAIR DYEING
"1,5-Pentanediol","1,5-Pentanediol",,Low risk,Low,Solvent,,CosIng,0,1-100%,1-100%,1-50%,,,,0.0,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"SOLVENT, SOLVENT"
